"No.","Time","Source","Destination","Protocol","Length","Info"
"1875","94.396161811","192.168.109.131","54.190.34.249","TCP","85","[TCP Retransmission] 38820  >  443 [PSH, ACK] Seq=1195 Ack=3660 Win=37960 Len=31"
"1876","94.396202911","192.168.109.131","54.190.34.249","TCP","54","38820  >  443 [RST, ACK] Seq=1226 Ack=3660 Win=37960 Len=0"
"1877","94.797120898","103.243.115.112","192.168.109.131","TCP","62","[TCP Keep-Alive ACK] 80  >  55406 [ACK] Seq=769 Ack=593 Win=64240 Len=0"
"1878","94.797130305","103.243.115.112","192.168.109.131","TCP","62","[TCP Keep-Alive ACK] 80  >  55408 [ACK] Seq=769 Ack=603 Win=64240 Len=0"
"1879","94.797132072","35.162.117.80","192.168.109.131","TCP","62","[TCP Keep-Alive ACK] 443  >  37310 [ACK] Seq=3831 Ack=3110 Win=64240 Len=0"
"1880","94.797133192","216.58.203.132","192.168.109.131","TCP","62","443  >  48464 [ACK] Seq=102533 Ack=2072 Win=64240 Len=0"
"1881","94.797141791","192.168.109.131","216.58.203.132","TLSv1.3","134","Application Data"
"1882","94.797174577","54.190.34.249","192.168.109.131","TCP","62","443  >  38820 [ACK] Seq=3660 Ack=1226 Win=64240 Len=0"
"1883","94.797183398","192.168.109.131","54.190.34.249","TCP","56","38820  >  443 [RST] Seq=1226 Win=0 Len=0"
"1884","94.797203085","192.168.109.2","192.168.109.131","DNS","149","Standard query response 0xfa9a A video SOA demand.alpha.aridns.net.au"
"1885","94.797211280","216.58.203.132","192.168.109.131","TLSv1.3","8339","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1886","94.797220383","192.168.109.131","216.58.203.132","TCP","56","48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1887","94.797243738","216.58.203.132","192.168.109.131","TLSv1.3","8339","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1888","94.797250522","192.168.109.131","216.58.203.132","TCP","56","[TCP Dup ACK 1886#1] 48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1889","94.797290166","216.58.203.132","192.168.109.131","TLSv1.3","8339","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1890","94.797297585","192.168.109.131","216.58.203.132","TCP","56","[TCP Dup ACK 1886#2] 48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1891","94.797316434","216.58.203.132","192.168.109.131","TLSv1.3","8339","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1892","94.797323260","192.168.109.131","216.58.203.132","TCP","56","[TCP Dup ACK 1886#3] 48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1893","94.797346240","216.58.203.132","192.168.109.131","TCP","62","443  >  48464 [ACK] Seq=110816 Ack=2150 Win=64240 Len=0"
"1894","94.263469539","127.0.0.1","127.0.1.1","DNS","67","Standard query 0xb592 A video"
"1895","94.798769804","192.168.109.131","192.168.109.2","DNS","67","Standard query 0x64f1 A video"
"1896","94.799064172","192.168.109.131","216.58.203.132","TLSv1.3","95","Application Data"
"1897","94.798759087","127.0.1.1","127.0.0.1","DNS","149","Standard query response 0xb592 A video SOA demand.alpha.aridns.net.au"
"1898","94.867819146","216.58.203.132","192.168.109.131","TCP","62","443  >  48464 [ACK] Seq=110816 Ack=2189 Win=64240 Len=0"
"1899","94.867831867","192.168.109.2","192.168.109.131","DNS","149","Standard query response 0x64f1 A video SOA demand.alpha.aridns.net.au"
"1900","94.867839922","216.58.203.132","192.168.109.131","TLSv1.3","1775","Application Data, Application Data, Application Data"
"1901","94.867850331","192.168.109.131","216.58.203.132","TCP","56","48464  >  443 [ACK] Seq=2189 Ack=112535 Win=8388480 Len=0"
"1902","94.868064225","127.0.1.1","127.0.0.1","DNS","149","Standard query response 0xb592 A video SOA demand.alpha.aridns.net.au"
"1903","94.887835571","127.0.0.1","127.0.1.1","DNS","76","Standard query 0xf7fb A www.google.com"
"1904","94.887880422","192.168.109.131","192.168.109.2","DNS","76","Standard query 0x0d97 A www.google.com"
"1905","94.888377957","127.0.0.1","127.0.1.1","DNS","67","Standard query 0xd294 AAAA video"
"1906","94.888407962","192.168.109.131","192.168.109.2","DNS","67","Standard query 0xec87 AAAA video"
"1907","94.892453024","192.168.109.2","192.168.109.131","DNS","340","Standard query response 0x0d97 A www.google.com A 216.58.203.132 NS ns3.google.com NS ns1.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1908","94.892512718","127.0.1.1","127.0.0.1","DNS","340","Standard query response 0xf7fb A www.google.com A 216.58.203.132 NS ns3.google.com NS ns1.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1909","94.894078914","127.0.0.1","127.0.1.1","DNS","75","Standard query 0x486a A id.google.com"
"1910","94.894111246","192.168.109.131","192.168.109.2","DNS","75","Standard query 0x0e87 A id.google.com"
"1911","94.894413474","127.0.0.1","127.0.1.1","DNS","75","Standard query 0xfdc4 AAAA id.google.com"
"1912","94.894437257","192.168.109.131","192.168.109.2","DNS","75","Standard query 0xc2e3 AAAA id.google.com"
"1913","94.895491380","127.0.0.1","127.0.1.1","DNS","76","Standard query 0x35b1 AAAA www.google.com"
"1914","94.895515139","192.168.109.131","192.168.109.2","DNS","76","Standard query 0x753f AAAA www.google.com"
"1915","94.897833233","192.168.109.2","192.168.109.131","DNS","358","Standard query response 0x0e87 A id.google.com CNAME id.l.google.com A 216.58.203.163 NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1916","94.897879385","127.0.1.1","127.0.0.1","DNS","358","Standard query response 0x486a A id.google.com CNAME id.l.google.com A 216.58.203.163 NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1917","94.899484975","192.168.109.2","192.168.109.131","DNS","352","Standard query response 0x753f AAAA www.google.com AAAA 2404:6800:4009:802::2004 NS ns1.google.com NS ns3.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1918","94.899550948","192.168.109.2","192.168.109.131","DNS","370","Standard query response 0xc2e3 AAAA id.google.com CNAME id.l.google.com AAAA 2607:f8b0:400d:c0f::5e NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1919","94.899628357","127.0.1.1","127.0.0.1","DNS","352","Standard query response 0x35b1 AAAA www.google.com AAAA 2404:6800:4009:802::2004 NS ns1.google.com NS ns3.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1920","94.899681644","127.0.1.1","127.0.0.1","DNS","370","Standard query response 0xfdc4 AAAA id.google.com CNAME id.l.google.com AAAA 2607:f8b0:400d:c0f::5e NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1921","94.900165089","192.168.109.131","216.58.203.163","TCP","76","43492  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1426466116 TSecr=0 WS=128"
"1922","94.908183957","216.58.203.163","192.168.109.131","TCP","62","443  >  43492 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1923","94.908240053","192.168.109.131","216.58.203.163","TCP","56","43492  >  443 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"1924","94.912925808","192.168.109.131","216.58.203.163","TLSv1.3","573","Client Hello"
"1925","94.913153651","216.58.203.163","192.168.109.131","TCP","62","443  >  43492 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"1926","94.797120898","103.243.115.112","192.168.109.131","TCP","60","[TCP Keep-Alive ACK] 80  >  55406 [ACK] Seq=769 Ack=593 Win=64240 Len=0"
"1927","94.797130305","103.243.115.112","192.168.109.131","TCP","60","[TCP Keep-Alive ACK] 80  >  55408 [ACK] Seq=769 Ack=603 Win=64240 Len=0"
"1928","94.797132072","35.162.117.80","192.168.109.131","TCP","60","[TCP Keep-Alive ACK] 443  >  37310 [ACK] Seq=3831 Ack=3110 Win=64240 Len=0"
"1929","94.797133192","216.58.203.132","192.168.109.131","TCP","60","443  >  48464 [ACK] Seq=102533 Ack=2072 Win=64240 Len=0"
"1930","94.797141791","192.168.109.131","216.58.203.132","TCP","132","[TCP Retransmission] 48464  >  443 [PSH, ACK] Seq=2072 Ack=102533 Win=8388480 Len=78"
"1931","94.797174577","54.190.34.249","192.168.109.131","TCP","60","[TCP Dup ACK 1882#1] 443  >  38820 [ACK] Seq=3660 Ack=1226 Win=64240 Len=0"
"1932","94.797183398","192.168.109.131","54.190.34.249","TCP","54","38820  >  443 [RST] Seq=1226 Win=0 Len=0"
"1933","94.797203085","192.168.109.2","192.168.109.131","DNS","147","Standard query response 0xfa9a A video SOA demand.alpha.aridns.net.au"
"1934","94.797211280","216.58.203.132","192.168.109.131","TCP","8337","[TCP Retransmission] 443  >  48464 [PSH, ACK] Seq=102533 Ack=2072 Win=64240 Len=8283"
"1935","94.797220383","192.168.109.131","216.58.203.132","TCP","54","48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1936","94.797243738","216.58.203.132","192.168.109.131","TLSv1.3","8337","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1937","94.797250522","192.168.109.131","216.58.203.132","TCP","54","48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1938","94.797290166","216.58.203.132","192.168.109.131","TLSv1.3","8337","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1939","94.797297585","192.168.109.131","216.58.203.132","TCP","54","48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1940","94.797316434","216.58.203.132","192.168.109.131","TLSv1.3","8337","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1941","94.797323260","192.168.109.131","216.58.203.132","TCP","54","48464  >  443 [ACK] Seq=2150 Ack=110816 Win=8388480 Len=0"
"1942","94.797346240","216.58.203.132","192.168.109.131","TCP","60","443  >  48464 [ACK] Seq=110816 Ack=2150 Win=64240 Len=0"
"1943","94.798769804","192.168.109.131","192.168.109.2","DNS","65","Standard query 0x64f1 A video"
"1944","94.799064172","192.168.109.131","216.58.203.132","TCP","93","[TCP Retransmission] 48464  >  443 [PSH, ACK] Seq=2150 Ack=110816 Win=8388480 Len=39"
"1945","94.867819146","216.58.203.132","192.168.109.131","TCP","60","443  >  48464 [ACK] Seq=110816 Ack=2189 Win=64240 Len=0"
"1946","94.867831867","192.168.109.2","192.168.109.131","DNS","147","Standard query response 0x64f1 A video SOA demand.alpha.aridns.net.au"
"1947","94.867839922","216.58.203.132","192.168.109.131","TCP","1773","[TCP Retransmission] 443  >  48464 [PSH, ACK] Seq=110816 Ack=2189 Win=64240 Len=1719"
"1948","94.867850331","192.168.109.131","216.58.203.132","TCP","54","48464  >  443 [ACK] Seq=2189 Ack=112535 Win=8388480 Len=0"
"1949","94.887880422","192.168.109.131","192.168.109.2","DNS","74","Standard query 0x0d97 A www.google.com"
"1950","94.888407962","192.168.109.131","192.168.109.2","DNS","65","Standard query 0xec87 AAAA video"
"1951","94.892453024","192.168.109.2","192.168.109.131","DNS","338","Standard query response 0x0d97 A www.google.com A 216.58.203.132 NS ns3.google.com NS ns1.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1952","94.894111246","192.168.109.131","192.168.109.2","DNS","73","Standard query 0x0e87 A id.google.com"
"1953","94.894437257","192.168.109.131","192.168.109.2","DNS","73","Standard query 0xc2e3 AAAA id.google.com"
"1954","94.895515139","192.168.109.131","192.168.109.2","DNS","74","Standard query 0x753f AAAA www.google.com"
"1955","94.897833233","192.168.109.2","192.168.109.131","DNS","356","Standard query response 0x0e87 A id.google.com CNAME id.l.google.com A 216.58.203.163 NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1956","94.899484975","192.168.109.2","192.168.109.131","DNS","350","Standard query response 0x753f AAAA www.google.com AAAA 2404:6800:4009:802::2004 NS ns1.google.com NS ns3.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1957","94.899550948","192.168.109.2","192.168.109.131","DNS","368","Standard query response 0xc2e3 AAAA id.google.com CNAME id.l.google.com AAAA 2607:f8b0:400d:c0f::5e NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"1958","94.900165089","192.168.109.131","216.58.203.163","TCP","74","[TCP Retransmission] 43492  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1426466116 TSecr=0 WS=128"
"1959","94.908183957","216.58.203.163","192.168.109.131","TCP","60","[TCP Out-Of-Order] 443  >  43492 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1960","94.908240053","192.168.109.131","216.58.203.163","TCP","54","43492  >  443 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"1961","94.912925808","192.168.109.131","216.58.203.163","TCP","571","[TCP Retransmission] 43492  >  443 [PSH, ACK] Seq=1 Ack=1 Win=3737600 Len=517"
"1962","94.913153651","216.58.203.163","192.168.109.131","TCP","60","443  >  43492 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"1963","95.155647367","216.58.203.163","192.168.109.131","TLSv1.3","3837","Server Hello, Change Cipher Spec, Application Data"
"1964","95.155672472","192.168.109.131","216.58.203.163","TCP","54","43492  >  443 [ACK] Seq=518 Ack=3784 Win=4672000 Len=0"
"1965","95.155735155","192.168.109.2","192.168.109.131","DNS","147","Standard query response 0xec87 AAAA video SOA demand.alpha.aridns.net.au"
"1966","95.155748036","216.58.203.163","192.168.109.131","TLSv1.3","3837","[TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Application Data"
"1967","95.155755152","192.168.109.131","216.58.203.163","TCP","54","[TCP Dup ACK 1964#1] 43492  >  443 [ACK] Seq=518 Ack=3784 Win=4672000 Len=0"
"1968","95.160309016","192.168.109.131","192.168.109.2","DNS","77","Standard query 0xc9f9 A video.localdomain"
"1969","95.161375423","192.168.109.1","224.0.0.251","MDNS","71","Standard query 0x0000 A video.local, ""QM"" question"
"1970","95.161767684","fe80::7cba:9d2f:734f:29f0","ff02::fb","MDNS","91","Standard query 0x0000 A video.local, ""QM"" question"
"1971","95.161824819","192.168.109.131","192.168.109.2","DNS","77","Standard query 0x4742 AAAA video.localdomain"
"1972","95.162712250","192.168.109.1","224.0.0.251","MDNS","71","Standard query 0x0000 A video.local, ""QM"" question"
"1973","95.162978245","fe80::7cba:9d2f:734f:29f0","ff02::fb","MDNS","91","Standard query 0x0000 A video.local, ""QM"" question"
"1974","95.163461355","fe80::7cba:9d2f:734f:29f0","ff02::1:3","LLMNR","85","Standard query 0x36a0 A video"
"1975","95.163563576","192.168.109.1","224.0.0.252","LLMNR","65","Standard query 0x36a0 A video"
"1976","95.169500153","192.168.109.2","192.168.109.131","DNS","152","Standard query response 0x4742 No such name AAAA video.localdomain SOA a.root-servers.net"
"1977","95.339779523","192.168.109.131","216.58.196.67","OCSP","436","Request"
"1978","95.339975880","216.58.196.67","192.168.109.131","TCP","60","80  >  40832 [ACK] Seq=703 Ack=765 Win=64240 Len=0"
"1979","95.342668954","192.168.109.131","192.168.109.2","DNS","85","Standard query 0x214d A vortex.data.microsoft.com"
"1980","95.343527741","192.168.109.131","192.168.109.2","DNS","85","Standard query 0xf0ea AAAA vortex.data.microsoft.com"
"1981","95.347099577","192.168.109.2","192.168.109.131","DNS","539","Standard query response 0x214d A vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net A 111.221.29.254 NS a11-129.akadns.net NS a1-128.akadns.net NS a9-128.akadns.net NS a7-131.akadns.net NS a5-130.akagtm.org NS a28-129.akagtm.org NS a12-131.akagtm.org NS a18-128.akagtm.org NS a3-129.akadns.net NS a13-130.akagtm.org A 193.108.88.128 A 96.7.49.129 AAAA 2600:1408:1c::81 A 95.100.168.130 A 23.61.199.131 AAAA 2600:1406:32::83"
"1982","95.348852367","192.168.109.2","192.168.109.131","DNS","241","Standard query response 0xf0ea AAAA vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net SOA internal.akadns.net"
"1983","95.352439563","192.168.109.131","111.221.29.254","TCP","74","53172  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=554845519 TSecr=0 WS=128"
"1984","95.411530116","216.58.196.67","192.168.109.131","OCSP","756","Response"
"1985","95.411546421","192.168.109.131","216.58.196.67","TCP","54","40832  >  80 [ACK] Seq=765 Ack=1405 Win=4043520 Len=0"
"1986","95.155647367","216.58.203.163","192.168.109.131","TLSv1.3","3839","[TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Application Data"
"1987","95.155672472","192.168.109.131","216.58.203.163","TCP","56","[TCP Dup ACK 1964#2] 43492  >  443 [ACK] Seq=518 Ack=3784 Win=4672000 Len=0"
"1988","95.155735155","192.168.109.2","192.168.109.131","DNS","149","Standard query response 0xec87 AAAA video SOA demand.alpha.aridns.net.au"
"1989","95.155748036","216.58.203.163","192.168.109.131","TLSv1.3","3839","[TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Application Data"
"1990","95.155755152","192.168.109.131","216.58.203.163","TCP","56","[TCP Dup ACK 1964#3] 43492  >  443 [ACK] Seq=518 Ack=3784 Win=4672000 Len=0"
"1991","95.156053287","127.0.1.1","127.0.0.1","DNS","149","Standard query response 0xd294 AAAA video SOA demand.alpha.aridns.net.au"
"1992","95.160258893","127.0.0.1","127.0.1.1","DNS","79","Standard query 0x38c1 A video.localdomain"
"1993","95.160309016","192.168.109.131","192.168.109.2","DNS","79","Standard query 0xc9f9 A video.localdomain"
"1994","95.161375423","192.168.109.1","224.0.0.251","MDNS","73","Standard query 0x0000 A video.local, ""QM"" question"
"1995","95.161697048","127.0.0.1","127.0.1.1","DNS","79","Standard query 0x4b75 AAAA video.localdomain"
"1996","95.161767684","fe80::7cba:9d2f:734f:29f0","ff02::fb","MDNS","93","Standard query 0x0000 A video.local, ""QM"" question"
"1997","95.161824819","192.168.109.131","192.168.109.2","DNS","79","Standard query 0x4742 AAAA video.localdomain"
"1998","95.162712250","192.168.109.1","224.0.0.251","MDNS","73","Standard query 0x0000 A video.local, ""QM"" question"
"1999","95.162978245","fe80::7cba:9d2f:734f:29f0","ff02::fb","MDNS","93","Standard query 0x0000 A video.local, ""QM"" question"
"2000","95.163461355","fe80::7cba:9d2f:734f:29f0","ff02::1:3","LLMNR","87","Standard query 0x36a0 A video"
"2001","95.163563576","192.168.109.1","224.0.0.252","LLMNR","67","Standard query 0x36a0 A video"
"2002","95.169500153","192.168.109.2","192.168.109.131","DNS","154","Standard query response 0x4742 No such name AAAA video.localdomain SOA a.root-servers.net"
"2003","95.170772097","127.0.1.1","127.0.0.1","DNS","154","Standard query response 0x4b75 No such name AAAA video.localdomain SOA a.root-servers.net"
"2004","95.339779523","192.168.109.131","216.58.196.67","OCSP","438","[TCP Spurious Retransmission] Request"
"2005","95.339975880","216.58.196.67","192.168.109.131","TCP","62","80  >  40832 [ACK] Seq=703 Ack=765 Win=64240 Len=0"
"2006","95.342630478","127.0.0.1","127.0.1.1","DNS","87","Standard query 0x16da A vortex.data.microsoft.com"
"2007","95.342668954","192.168.109.131","192.168.109.2","DNS","87","Standard query 0x214d A vortex.data.microsoft.com"
"2008","95.343501455","127.0.0.1","127.0.1.1","DNS","87","Standard query 0x8741 AAAA vortex.data.microsoft.com"
"2009","95.343527741","192.168.109.131","192.168.109.2","DNS","87","Standard query 0xf0ea AAAA vortex.data.microsoft.com"
"2010","95.347099577","192.168.109.2","192.168.109.131","DNS","541","Standard query response 0x214d A vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net A 111.221.29.254 NS a11-129.akadns.net NS a1-128.akadns.net NS a9-128.akadns.net NS a7-131.akadns.net NS a5-130.akagtm.org NS a28-129.akagtm.org NS a12-131.akagtm.org NS a18-128.akagtm.org NS a3-129.akadns.net NS a13-130.akagtm.org A 193.108.88.128 A 96.7.49.129 AAAA 2600:1408:1c::81 A 95.100.168.130 A 23.61.199.131 AAAA 2600:1406:32::83"
"2011","95.347164912","127.0.1.1","127.0.0.1","DNS","541","Standard query response 0x16da A vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net A 111.221.29.254 NS a11-129.akadns.net NS a1-128.akadns.net NS a9-128.akadns.net NS a7-131.akadns.net NS a5-130.akagtm.org NS a28-129.akagtm.org NS a12-131.akagtm.org NS a18-128.akagtm.org NS a3-129.akadns.net NS a13-130.akagtm.org A 193.108.88.128 A 96.7.49.129 AAAA 2600:1408:1c::81 A 95.100.168.130 A 23.61.199.131 AAAA 2600:1406:32::83"
"2012","95.348852367","192.168.109.2","192.168.109.131","DNS","243","Standard query response 0xf0ea AAAA vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net SOA internal.akadns.net"
"2013","95.349164747","127.0.1.1","127.0.0.1","DNS","243","Standard query response 0x8741 AAAA vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net SOA internal.akadns.net"
"2014","95.352439563","192.168.109.131","111.221.29.254","TCP","76","[TCP Out-Of-Order] 53172  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=554845519 TSecr=0 WS=128"
"2015","95.411530116","216.58.196.67","192.168.109.131","TCP","758","[TCP Retransmission] 80  >  40832 [PSH, ACK] Seq=703 Ack=765 Win=64240 Len=702"
"2016","95.411546421","192.168.109.131","216.58.196.67","TCP","56","40832  >  80 [ACK] Seq=765 Ack=1405 Win=4043520 Len=0"
"2017","95.803652961","111.221.29.254","192.168.109.131","TCP","60","443  >  53172 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"2018","95.803686433","192.168.109.131","111.221.29.254","TCP","54","53172  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2019","95.803735243","111.221.29.254","192.168.109.131","TCP","60","[TCP Out-Of-Order] 443  >  53172 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"2020","95.803742817","192.168.109.131","111.221.29.254","TCP","54","[TCP Dup ACK 2018#1] 53172  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2021","95.803774492","fe80::7cba:9d2f:734f:29f0","ff02::1:3","LLMNR","85","Standard query 0x36a0 A video"
"2022","95.803783082","192.168.109.1","224.0.0.252","LLMNR","65","Standard query 0x36a0 A video"
"2023","95.803785074","111.221.29.254","192.168.109.131","TCP","60","[TCP Out-Of-Order] 443  >  53172 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"2024","95.803787199","111.221.29.254","192.168.109.131","TCP","60","[TCP Out-Of-Order] 443  >  53172 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"2025","95.828219836","192.168.109.131","216.58.203.163","TLSv1.3","118","Change Cipher Spec, Application Data"
"2026","95.828478690","216.58.203.163","192.168.109.131","TCP","60","443  >  43492 [ACK] Seq=3784 Ack=582 Win=64240 Len=0"
"2027","95.828505186","192.168.109.131","216.58.203.163","TLSv1.3","224","Application Data"
"2028","95.828642864","216.58.203.163","192.168.109.131","TCP","60","443  >  43492 [ACK] Seq=3784 Ack=752 Win=64240 Len=0"
"2029","95.828676010","192.168.109.131","216.58.203.163","TLSv1.3","960","Application Data"
"2030","95.828809085","216.58.203.163","192.168.109.131","TCP","60","443  >  43492 [ACK] Seq=3784 Ack=1658 Win=64240 Len=0"
"2031","95.866794755","216.58.203.163","192.168.109.131","TLSv1.3","618","Application Data, Application Data"
"2032","95.866811248","192.168.109.131","216.58.203.163","TCP","54","43492  >  443 [ACK] Seq=1658 Ack=4348 Win=5045760 Len=0"
"2033","95.866838282","216.58.203.163","192.168.109.131","TLSv1.3","85","Application Data"
"2034","95.866842095","192.168.109.131","216.58.203.163","TCP","54","43492  >  443 [ACK] Seq=1658 Ack=4379 Win=5045760 Len=0"
"2035","95.876847912","192.168.109.131","111.221.29.254","TLSv1.2","255","Client Hello"
"2036","95.877124733","111.221.29.254","192.168.109.131","TCP","60","443  >  53172 [ACK] Seq=1 Ack=202 Win=64240 Len=0"
"2037","95.877263615","192.168.109.131","216.58.203.163","TLSv1.3","85","Application Data"
